Year,Mon,Day,Jday,Hr,Min,Rain[mm/h],Month+year,Lat,Lon
2015,5,5,125,10,24,5.45,5/2015,47.359,-123.99134
2015,5,5,125,10,25,7.39,5/2015,47.359,-123.99134
2015,5,5,125,10,26,8.62,5/2015,47.359,-123.99134
2015,5,5,125,10,59,3.05,5/2015,47.359,-123.99134
2015,5,5,125,11,0,3.05,5/2015,47.359,-123.99134
2015,5,5,125,11,1,3.05,5/2015,47.359,-123.99134
2015,5,5,125,11,2,3.05,5/2015,47.359,-123.99134
2015,5,5,125,11,3,3.05,5/2015,47.359,-123.99134
2015,5,5,125,12,30,15.24,5/2015,47.359,-123.99134
2015,5,5,125,12,31,15.24,5/2015,47.359,-123.99134
2015,5,5,125,12,32,7.62,5/2015,47.359,-123.99134
2015,5,5,125,12,33,7.62,5/2015,47.359,-123.99134
2015,5,5,125,12,34,15.24,5/2015,47.359,-123.99134
2015,5,5,125,12,57,3.05,5/2015,47.359,-123.99134
2015,5,5,125,12,58,3.05,5/2015,47.359,-123.99134
2015,5,5,125,12,59,3.05,5/2015,47.359,-123.99134
2015,5,5,125,13,0,3.05,5/2015,47.359,-123.99134
2015,5,5,125,13,1,3.05,5/2015,47.359,-123.99134
2015,5,5,125,13,31,3.05,5/2015,47.359,-123.99134
2015,5,5,125,13,32,3.05,5/2015,47.359,-123.99134
2015,5,5,125,13,33,3.05,5/2015,47.359,-123.99134
2015,5,5,125,13,34,3.05,5/2015,47.359,-123.99134
2015,5,5,125,13,35,3.05,5/2015,47.359,-123.99134
2015,5,5,125,15,32,3.79,5/2015,47.359,-123.99134
2015,5,5,125,15,33,3.53,5/2015,47.359,-123.99134
2015,5,5,125,15,34,3.39,5/2015,47.359,-123.99134
2015,5,5,125,15,35,3.39,5/2015,47.359,-123.99134
2015,5,5,125,15,36,3.53,5/2015,47.359,-123.99134
2015,5,5,125,15,37,3.79,5/2015,47.359,-123.99134
2015,5,5,125,15,38,4.19,5/2015,47.359,-123.99134
2015,5,5,125,15,39,4.67,5/2015,47.359,-123.99134
2015,5,5,125,15,40,5.03,5/2015,47.359,-123.99134
2015,5,5,125,15,41,5.2,5/2015,47.359,-123.99134
2015,5,5,125,15,42,5.2,5/2015,47.359,-123.99134
2015,5,5,125,17,19,3.05,5/2015,47.35908,-123.99128
2015,5,5,125,17,20,3.05,5/2015,47.35908,-123.99128
2015,5,5,125,17,21,3.05,5/2015,47.35908,-123.99128
2015,5,5,125,17,22,3.05,5/2015,47.35908,-123.99128
2015,5,5,125,17,23,3.05,5/2015,47.35908,-123.99128
2015,5,6,126,2,49,2.78,5/2015,47.35908,-123.99128
2015,5,6,126,2,50,2.22,5/2015,47.35908,-123.99128
2015,5,6,126,2,51,1.86,5/2015,47.35908,-123.99128
2015,5,6,126,2,52,1.67,5/2015,47.35908,-123.99128
2015,5,6,126,2,53,1.67,5/2015,47.35908,-123.99128
2015,5,6,126,2,54,1.86,5/2015,47.35908,-123.99128
2015,5,6,126,2,55,2.22,5/2015,47.35908,-123.99128
2015,5,6,126,2,56,2.78,5/2015,47.35908,-123.99128
2015,5,6,126,2,57,3.52,5/2015,47.35908,-123.99128
2015,5,6,126,2,58,4.44,5/2015,47.35908,-123.99128
2015,5,6,126,2,59,5.39,5/2015,47.35908,-123.99128
2015,5,6,126,3,0,5.75,5/2015,47.35908,-123.99128
2015,5,6,126,3,1,5.35,5/2015,47.35908,-123.99128
2015,5,6,126,3,2,4.42,5/2015,47.35908,-123.99128
2015,5,6,126,3,3,3.84,5/2015,47.35908,-123.99128
2015,5,6,126,3,4,3.83,5/2015,47.35908,-123.99128
2015,5,6,126,3,5,4.39,5/2015,47.35908,-123.99128
2015,5,6,126,3,6,5.3,5/2015,47.35908,-123.99128
2015,5,6,126,3,7,5.73,5/2015,47.35908,-123.99128
2015,5,6,126,3,8,5.45,5/2015,47.35908,-123.99128
2015,5,6,126,3,9,4.61,5/2015,47.35908,-123.99128
2015,5,6,126,3,10,3.72,5/2015,47.35908,-123.99128
2015,5,6,126,3,11,2.92,5/2015,47.35908,-123.99128
2015,5,6,126,3,12,2.21,5/2015,47.35908,-123.99128
2015,5,6,126,3,13,1.59,5/2015,47.35908,-123.99128
2015,5,6,126,3,14,1.05,5/2015,47.35908,-123.99128
2015,5,6,126,3,15,0.61,5/2015,47.35908,-123.99128
2015,5,6,126,3,16,0.26,5/2015,47.35908,-123.99128
2015,5,6,126,8,29,3.05,5/2015,47.35908,-123.99128
2015,5,6,126,8,30,3.05,5/2015,47.35908,-123.99128
2015,5,6,126,8,31,3.05,5/2015,47.35908,-123.99128
2015,5,6,126,8,32,3.05,5/2015,47.35908,-123.99128
2015,5,6,126,8,33,3.05,5/2015,47.35908,-123.99128
2015,5,9,129,16,50,3.05,5/2015,47.35908,-123.99128
2015,5,9,129,16,51,3.05,5/2015,47.35908,-123.99128
2015,5,9,129,16,52,3.05,5/2015,47.35908,-123.99128
2015,5,9,129,16,53,3.05,5/2015,47.35908,-123.99128
2015,5,9,129,16,54,3.05,5/2015,47.35908,-123.99128
2015,5,11,131,14,42,3.05,5/2015,47.35898,-123.9915
2015,5,11,131,14,43,3.05,5/2015,47.35898,-123.9915
2015,5,11,131,14,44,3.05,5/2015,47.35898,-123.9915
2015,5,11,131,14,45,3.05,5/2015,47.35898,-123.9915
2015,5,11,131,14,46,3.05,5/2015,47.35898,-123.9915
2015,5,12,132,14,28,3.05,5/2015,47.35898,-123.9915
2015,5,12,132,14,29,3.05,5/2015,47.35898,-123.9915
2015,5,12,132,14,30,3.05,5/2015,47.35898,-123.9915
2015,5,12,132,14,31,3.05,5/2015,47.35898,-123.9915
2015,5,12,132,14,32,3.05,5/2015,47.35898,-123.9915
2015,5,12,132,15,20,5.08,5/2015,47.35898,-123.9915
2015,5,12,132,15,21,5.08,5/2015,47.35898,-123.9915
2015,5,12,132,15,22,5.08,5/2015,47.35898,-123.9915
2015,5,12,132,15,23,5.08,5/2015,47.35898,-123.9915
2015,5,12,132,15,24,5.08,5/2015,47.35898,-123.9915
2015,5,12,132,15,25,5.08,5/2015,47.35898,-123.9915
2015,5,13,133,7,27,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,7,28,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,7,29,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,7,30,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,7,31,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,14,22,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,14,23,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,14,24,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,14,25,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,14,26,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,16,22,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,16,23,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,16,24,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,16,25,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,16,26,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,13,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,14,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,15,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,16,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,17,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,43,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,44,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,45,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,46,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,18,47,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,16,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,17,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,18,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,19,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,20,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,32,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,33,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,34,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,35,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,21,36,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,22,1,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,22,2,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,22,3,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,22,4,3.05,5/2015,47.35898,-123.9915
2015,5,13,133,22,5,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,3,22,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,3,23,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,3,24,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,3,25,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,3,26,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,12,0,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,12,1,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,12,2,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,12,3,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,12,4,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,14,20,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,14,21,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,14,22,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,14,23,3.05,5/2015,47.35898,-123.9915
2015,5,14,134,14,24,3.05,5/2015,47.35898,-123.9915
2015,5,19,139,14,17,3.05,5/2015,47.35908,-123.99141
2015,5,19,139,14,18,3.05,5/2015,47.35908,-123.99141
2015,5,19,139,14,19,3.05,5/2015,47.35908,-123.99141
2015,5,19,139,14,20,3.05,5/2015,47.35908,-123.99141
2015,5,19,139,14,21,3.05,5/2015,47.35908,-123.99141
2015,5,20,140,15,14,3.05,5/2015,47.35908,-123.99141
2015,5,20,140,15,15,3.05,5/2015,47.35908,-123.99141
2015,5,20,140,15,16,3.05,5/2015,47.35908,-123.99141
2015,5,20,140,15,17,3.05,5/2015,47.35908,-123.99141
2015,5,20,140,15,18,3.05,5/2015,47.35908,-123.99141
2015,5,22,142,13,53,3.05,5/2015,47.35909,-123.99138
2015,5,22,142,13,54,3.05,5/2015,47.35909,-123.99138
2015,5,22,142,13,55,3.05,5/2015,47.35909,-123.99138
2015,5,22,142,13,56,3.05,5/2015,47.35909,-123.99138
2015,5,22,142,13,57,3.05,5/2015,47.35909,-123.99138
2015,5,23,143,6,31,3.05,5/2015,47.35909,-123.99138
2015,5,23,143,6,32,3.05,5/2015,47.35909,-123.99138
2015,5,23,143,6,33,3.05,5/2015,47.35909,-123.99138
2015,5,23,143,6,34,3.05,5/2015,47.35909,-123.99138
2015,5,23,143,6,35,3.05,5/2015,47.35909,-123.99138
2015,5,29,149,14,7,3.05,5/2015,47.35909,-123.99138
2015,5,29,149,14,8,3.05,5/2015,47.35909,-123.99138
2015,5,29,149,14,9,3.05,5/2015,47.35909,-123.99138
2015,5,29,149,14,10,3.05,5/2015,47.35909,-123.99138
2015,5,29,149,14,11,3.05,5/2015,47.35909,-123.99138
2015,6,1,152,16,20,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,16,21,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,16,22,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,16,23,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,16,24,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,0,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,1,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,2,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,3,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,4,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,43,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,44,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,45,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,46,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,18,47,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,9,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,10,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,11,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,12,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,13,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,39,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,40,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,41,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,42,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,19,43,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,20,19,1.17,6/2015,47.35908,-123.99138
2015,6,1,152,20,20,1.12,6/2015,47.35908,-123.99138
2015,6,1,152,20,21,1.08,6/2015,47.35908,-123.99138
2015,6,1,152,20,22,1.04,6/2015,47.35908,-123.99138
2015,6,1,152,20,23,1.02,6/2015,47.35908,-123.99138
2015,6,1,152,20,24,1,6/2015,47.35908,-123.99138
2015,6,1,152,20,25,0.99,6/2015,47.35908,-123.99138
2015,6,1,152,20,26,0.99,6/2015,47.35908,-123.99138
2015,6,1,152,20,27,1,6/2015,47.35908,-123.99138
2015,6,1,152,20,28,1.02,6/2015,47.35908,-123.99138
2015,6,1,152,20,29,1.04,6/2015,47.35908,-123.99138
2015,6,1,152,20,30,1.08,6/2015,47.35908,-123.99138
2015,6,1,152,20,31,1.12,6/2015,47.35908,-123.99138
2015,6,1,152,20,32,1.17,6/2015,47.35908,-123.99138
2015,6,1,152,20,33,1.23,6/2015,47.35908,-123.99138
2015,6,1,152,20,34,1.3,6/2015,47.35908,-123.99138
2015,6,1,152,20,35,1.37,6/2015,47.35908,-123.99138
2015,6,1,152,20,36,1.46,6/2015,47.35908,-123.99138
2015,6,1,152,20,37,1.55,6/2015,47.35908,-123.99138
2015,6,1,152,20,38,1.65,6/2015,47.35908,-123.99138
2015,6,1,152,20,39,1.76,6/2015,47.35908,-123.99138
2015,6,1,152,20,40,1.85,6/2015,47.35908,-123.99138
2015,6,1,152,20,41,1.93,6/2015,47.35908,-123.99138
2015,6,1,152,20,42,2,6/2015,47.35908,-123.99138
2015,6,1,152,20,43,2.06,6/2015,47.35908,-123.99138
2015,6,1,152,20,44,2.1,6/2015,47.35908,-123.99138
2015,6,1,152,20,45,2.13,6/2015,47.35908,-123.99138
2015,6,1,152,20,46,2.14,6/2015,47.35908,-123.99138
2015,6,1,152,20,47,2.14,6/2015,47.35908,-123.99138
2015,6,1,152,20,48,2.13,6/2015,47.35908,-123.99138
2015,6,1,152,20,49,2.1,6/2015,47.35908,-123.99138
2015,6,1,152,21,38,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,21,39,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,21,40,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,21,41,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,21,42,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,23,10,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,23,11,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,23,12,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,23,13,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,23,14,3.05,6/2015,47.35908,-123.99138
2015,6,1,152,23,39,2.6,6/2015,47.35908,-123.99138
2015,6,1,152,23,40,2.66,6/2015,47.35908,-123.99138
2015,6,1,152,23,41,2.68,6/2015,47.35908,-123.99138
2015,6,1,152,23,42,2.68,6/2015,47.35908,-123.99138
2015,6,1,152,23,43,2.66,6/2015,47.35908,-123.99138
2015,6,1,152,23,44,2.6,6/2015,47.35908,-123.99138
2015,6,1,152,23,45,2.52,6/2015,47.35908,-123.99138
2015,6,1,152,23,46,2.4,6/2015,47.35908,-123.99138
2015,6,1,152,23,47,2.26,6/2015,47.35908,-123.99138
2015,6,1,152,23,48,2.1,6/2015,47.35908,-123.99138
2015,6,1,152,23,49,1.95,6/2015,47.35908,-123.99138
2015,6,1,152,23,50,1.82,6/2015,47.35908,-123.99138
2015,6,1,152,23,51,1.71,6/2015,47.35908,-123.99138
2015,6,1,152,23,52,1.62,6/2015,47.35908,-123.99138
2015,6,1,152,23,53,1.54,6/2015,47.35908,-123.99138
2015,6,1,152,23,54,1.49,6/2015,47.35908,-123.99138
2015,6,1,152,23,55,1.45,6/2015,47.35908,-123.99138
2015,6,1,152,23,56,1.43,6/2015,47.35908,-123.99138
2015,6,1,152,23,57,1.43,6/2015,47.35908,-123.99138
2015,6,1,152,23,58,1.45,6/2015,47.35908,-123.99138
2015,6,1,152,23,59,1.49,6/2015,47.35908,-123.99138
2015,6,2,153,0,0,1.54,6/2015,47.35908,-123.99138
2015,6,2,153,0,1,1.62,6/2015,47.35908,-123.99138
2015,6,2,153,0,43,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,0,44,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,0,45,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,0,46,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,0,47,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,7,46,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,7,47,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,7,48,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,7,49,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,7,50,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,7,59,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,0,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,1,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,2,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,3,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,4,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,5,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,6,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,7,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,8,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,9,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,10,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,11,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,12,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,13,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,14,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,15,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,16,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,17,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,18,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,19,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,20,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,21,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,22,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,23,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,24,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,8,25,1.13,6/2015,47.35908,-123.99138
2015,6,2,153,9,8,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,9,9,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,9,10,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,9,11,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,9,12,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,10,57,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,10,58,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,10,59,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,11,0,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,11,1,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,13,44,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,13,45,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,13,46,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,13,47,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,13,48,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,6,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,7,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,8,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,9,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,10,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,30,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,31,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,32,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,33,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,16,34,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,17,34,3.81,6/2015,47.35908,-123.99138
2015,6,2,153,17,35,3.81,6/2015,47.35908,-123.99138
2015,6,2,153,17,36,3.81,6/2015,47.35908,-123.99138
2015,6,2,153,17,37,3.81,6/2015,47.35908,-123.99138
2015,6,2,153,17,38,3.81,6/2015,47.35908,-123.99138
2015,6,2,153,17,39,3.81,6/2015,47.35908,-123.99138
2015,6,2,153,17,40,3.81,6/2015,47.35908,-123.99138
2015,6,2,153,17,41,3.81,6/2015,47.35908,-123.99138
2015,6,2,153,18,21,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,18,22,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,18,23,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,18,24,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,18,25,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,11,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,12,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,13,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,14,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,15,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,41,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,42,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,43,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,44,3.05,6/2015,47.35908,-123.99138
2015,6,2,153,20,45,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,1,43,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,1,44,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,1,45,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,1,46,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,1,47,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,2,17,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,2,18,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,2,19,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,2,20,3.05,6/2015,47.35908,-123.99138
2015,6,3,154,2,21,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,7,50,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,7,51,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,7,52,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,7,53,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,7,54,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,8,7,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,8,8,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,8,9,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,8,10,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,8,11,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,8,33,3.99,6/2015,47.35908,-123.99138
2015,6,19,170,8,34,4.1,6/2015,47.35908,-123.99138
2015,6,19,170,8,35,4.1,6/2015,47.35908,-123.99138
2015,6,19,170,8,36,3.99,6/2015,47.35908,-123.99138
2015,6,19,170,8,37,3.77,6/2015,47.35908,-123.99138
2015,6,19,170,8,38,3.45,6/2015,47.35908,-123.99138
2015,6,19,170,8,39,3.05,6/2015,47.35908,-123.99138
2015,6,19,170,8,40,2.72,6/2015,47.35908,-123.99138
2015,6,19,170,8,41,2.49,6/2015,47.35908,-123.99138
2015,6,19,170,8,42,2.35,6/2015,47.35908,-123.99138
2015,6,19,170,8,43,2.32,6/2015,47.35908,-123.99138
2015,6,19,170,8,44,2.38,6/2015,47.35908,-123.99138
2015,6,19,170,8,45,2.51,6/2015,47.35908,-123.99138
2015,6,19,170,8,46,2.61,6/2015,47.35908,-123.99138
2015,6,19,170,8,47,2.65,6/2015,47.35908,-123.99138
2015,6,19,170,8,48,2.62,6/2015,47.35908,-123.99138
2015,6,19,170,8,49,2.53,6/2015,47.35908,-123.99138
2015,6,19,170,8,50,2.38,6/2015,47.35908,-123.99138
2015,6,19,170,8,51,2.18,6/2015,47.35908,-123.99138
2015,6,19,170,8,52,1.98,6/2015,47.35908,-123.99138
2015,6,19,170,8,53,1.81,6/2015,47.35908,-123.99138
2015,6,19,170,8,54,1.65,6/2015,47.35908,-123.99138
2015,6,19,170,8,55,1.51,6/2015,47.35908,-123.99138
2015,6,19,170,8,56,1.4,6/2015,47.35908,-123.99138
2015,6,19,170,8,57,1.3,6/2015,47.35908,-123.99138
2015,6,19,170,8,58,1.22,6/2015,47.35908,-123.99138
2015,6,19,170,8,59,1.15,6/2015,47.35908,-123.99138
2015,6,19,170,9,0,1.11,6/2015,47.35908,-123.99138
2015,6,19,170,9,1,1.09,6/2015,47.35908,-123.99138
2015,6,19,170,9,2,1.07,6/2015,47.35908,-123.99138
2015,6,19,170,9,3,1.05,6/2015,47.35908,-123.99138
2015,6,19,170,9,4,1.04,6/2015,47.35908,-123.99138
2015,6,19,170,9,5,1.02,6/2015,47.35908,-123.99138
2015,6,19,170,9,6,1.01,6/2015,47.35908,-123.99138
2015,6,19,170,9,7,1,6/2015,47.35908,-123.99138
2015,6,19,170,9,8,1,6/2015,47.35908,-123.99138
2015,6,19,170,9,9,1,6/2015,47.35908,-123.99138
2015,6,19,170,9,10,0.99,6/2015,47.35908,-123.99138
2015,6,19,170,9,11,1,6/2015,47.35908,-123.99138
2015,6,19,170,9,12,1,6/2015,47.35908,-123.99138
2015,6,19,170,9,13,1.01,6/2015,47.35908,-123.99138
2015,6,19,170,9,14,1.01,6/2015,47.35908,-123.99138
2015,6,19,170,9,15,1.03,6/2015,47.35908,-123.99138
2015,6,19,170,9,16,1.04,6/2015,47.35908,-123.99138
2015,6,19,170,9,17,1.05,6/2015,47.35908,-123.99138
2015,6,19,170,9,18,1.06,6/2015,47.35908,-123.99138
2015,6,19,170,9,19,1.07,6/2015,47.35908,-123.99138
2015,6,19,170,9,20,1.08,6/2015,47.35908,-123.99138
2015,6,19,170,9,21,1.09,6/2015,47.35908,-123.99138
2015,6,19,170,9,22,1.1,6/2015,47.35908,-123.99138
2015,6,19,170,9,23,1.1,6/2015,47.35908,-123.99138
2015,6,19,170,9,24,1.11,6/2015,47.35908,-123.99138
2015,6,19,170,9,25,1.12,6/2015,47.35908,-123.99138
2015,6,19,170,9,26,1.12,6/2015,47.35908,-123.99138
2015,6,19,170,9,27,1.12,6/2015,47.35908,-123.99138
2015,6,19,170,9,28,1.12,6/2015,47.35908,-123.99138
2015,6,19,170,9,29,1.12,6/2015,47.35908,-123.99138
